id,url,title,body,category,auther,thumbnail,created_at,updated_at
1,launch,"Proconist.netが始まります","高専生プロコニストの成長を応援するProconist.netがココにスタートしました。  

このサイトでは、高専プロコンに出場した各チームのオープンソース情報まとめを主に発信し、プログラミングやチーム開発・オープンソース化を促進するためのツール郡について学べるコンテンツを提供してゆきます。  皆様、なにとぞよろしくお願いします。  

## 企画にいたる経緯
私は第２５回高専プロコン一関大会に競技部門に出場したのですが、残念ながら準決勝敗退で終わってしまいました。しかし、GitHubでソースコードを管理していた事もあり、試合終了直後にチームのリポジトリを公開し、オープン化の一番に名乗りを挙げました。  

Twitterでその情報発信をしたところ、競技リポジトリ公開の流れが徐々に浸透していって、NAPROCK優勝の東京大学さんや高専プロコン優勝の大阪府大高専さんといったチームの方々も後日リポジトリを公開してくださいました。  

こういったリポジトリを読ませて頂くと、目から鱗な情報が沢山詰まっていました。私はみなさんが公開しているリポジトリをTwitterで知ったのですが、やはりTwitterは情報が流れてしまうところです。こんなスゴイ情報なんだから、大会ごとにみんなでソースコードを公開しあって、そういう情報が集まる場所があったらいいよなぁと思っていました。

「無いなら作ればいい」ということで、高専クオリティを発揮して本サイトを開発/運営することを決心しました。  

## 開発について
決心の後、Twitterにて「誰か手伝ってくれない？」とつぶやいたところ、[らりょす氏](/auther/raryosu)が名乗りを上げてくださり、またらりょす氏から紹介頂いた[Kanzaki氏](/auther/windyakin)にも参加して頂き、３人で開発を進めてきました。  

この場を借りて、開発に参加して頂いたご両人に感謝したいと思います。ありがとうございます。

協力を得て開発しました本サイトのシステムは、オープン化の精神に基づいてGitHubにて公開しています。是非ご覧ください。（[リポジトリ](https://github.com/NKMR6194/proconist.net)）

## 結びに
Proconist.netをスタートする事ができてうれしく思います。今までは全力で開発してきたので、これからは全力で運営して行きたいと思います。どうぞよろしくお願いします。  

何かと不便な部分もあるかと思います。改善が必要な点がありましたら、リポジトリに[issue](https://github.com/NKMR6194/proconist.net/issues)を書いて頂くか[Twitter](https://twitter.com/NKMR6194)にリプライを送って頂ければ対応いたしますのでよろしくお願いします。",1,sakata,/img/ogp.png,"2015-04-01 12:17:05.448825","2015-04-01 12:17:05.448825"
